people_id,name,first_name,middle_name,last_name,suffix,nickname,party_id,party,role_id,role,district,followthemoney_eid,votesmart_id,opensecrets_id,ballotpedia,knowwho_pid,committee_id
8743,"Troy Jackson",Troy,Dale,Jackson,,,1,D,2,Sen,SD-001,6454231,36809,,Troy_Dale_Jackson,212794,0
8744,"John Martin",John,L.,Martin,,,1,D,1,Rep,HD-151,6373833,6674,,John_L._Martin,195565,0
8757,"William Diamond",William,,Diamond,,Bill,1,D,2,Sen,SD-026,6454114,36723,,Bill_Diamond,573118,0
8773,"Roger Sherman",Roger,L.,Sherman,,,2,R,1,Rep,HD-144,6571748,19565,,Roger_Sherman,195552,0
8780,"Susan Austin",Susan,,Austin,,,2,R,1,Rep,HD-067,13001887,37206,,Susan_Austin,212743,0
8785,"Seth Berry",Seth,Allan,Berry,,,1,D,1,Rep,HD-055,6474821,57592,,Seth_Berry,250752,0
8786,"Bruce Bickford",Bruce,A.,Bickford,,,2,R,1,Rep,HD-063,6674044,103524,,Bruce_Bickford,272095,0
8793,"Mark Bryant",Mark,E.,Bryant,,,1,D,1,Rep,HD-024,6453999,37139,,Mark_Bryant,228265,0
8800,"Richard Cebra",Richard,M.,Cebra,,,2,R,1,Rep,HD-068,6657586,37068,,Richard_Cebra,228262,0
8814,"Andre Cushing",Andre,E.,Cushing,III,,2,R,2,Sen,SD-010,6674087,103477,,Andre_Cushing_III,272087,0
8815,"Paul Davis",Paul,T.,Davis,Sr.,,2,R,2,Sen,SD-004,6568945,19594,,Paul_T._Davis,272082,0
8819,"Robert Duchesne",Robert,S.,Duchesne,,,1,D,1,Rep,HD-121,6454123,36552,,Robert_Duchesne,228231,0
8836,"James Hamper",James,Michael,Hamper,,,2,R,2,Sen,SD-019,6657700,37238,,James_Hamper,228261,0
8839,"Lance Harvell",Lance,E.,Harvell,,,2,R,1,Rep,HD-089,13001960,36621,,Lance_Harvell,276271,0
8842,"Dawn Hill",Dawn,,Hill,,,1,D,2,Sen,SD-035,6474984,56984,,Dawn_Hill,250799,0
8844,"George Hogan",George,W.,Hogan,,,1,D,1,Rep,HD-013,6454218,36817,,George_Hogan,228274,0
8856,"Brian Langley",Brian,D.,Langley,,,2,R,2,Sen,SD-007,6674158,103470,,Brian_Langley,272086,0
8879,"Anne Perry",Anne,C.,Perry,,,1,D,1,Rep,HD-140,6391434,36577,,Anne_Perry,212786,0
8893,"Kimberley Rosen",Kimberley,C.,Rosen,,,2,R,2,Sen,SD-008,6665937,37040,,Kimberley_Rosen,228242,0
8898,"Thomas Saviello",Thomas,B.,Saviello,,,2,R,2,Sen,SD-017,6411327,36956,,Thomas_Saviello,212758,0
8909,"Michael Thibodeau",Michael,D.,Thibodeau,,,2,R,2,Sen,SD-011,6672631,65844,,Michael_Thibodeau,250736,0
10321,"Russell Black",Russell,J.,Black,,,2,R,1,Rep,SD-017,6683522,121044,,Russell_Black,291713,0
10325,"Ralph Chapman",Ralph,,Chapman,,,1,D,1,Rep,HD-133,6501307,120973,,Ralph_Chapman,291659,0
10326,"Benjamin Chipman",Benjamin,M.,Chipman,,,1,D,2,Sen,SD-027,6535860,127853,,Benjamin_Chipman,311481,0
10331,"James Dill",James,F.,Dill,,,1,D,2,Sen,SD-005,6501252,120946,,James_Dill_(Maine),291634,0
10332,"Mark Dion",Mark,N.,Dion,,,1,D,2,Sen,SD-028,6512210,19477,,Mark_Dion,311478,0
10333,"Dana Dow",Dana,L.,Dow,,,2,R,2,Sen,SD-013,6657626,36789,,Dana_Dow,228287,0
10335,"Eleanor Espling",Eleanor,M.,Espling,,,2,R,1,Rep,HD-065,6681736,121057,,Eleanor_Espling,289989,0
10338,"Kenneth Fredette",Kenneth,Wade,Fredette,,,2,R,1,Rep,HD-100,6628906,19554,,Kenneth_Fredette,291646,0
10339,"James Gillway",James,S.,Gillway,,,2,R,1,Rep,HD-098,6683325,120981,,James_Gillway,289964,0
10341,"Stacey Guerin",Stacey,K.,Guerin,,,2,R,1,Rep,SD-010,6683271,120954,,Stacey_Guerin,291641,0
10343,"Erin Herbig",Erin,D.,Herbig,,,1,D,1,Rep,SD-011,6501328,120985,,Erin_Herbig,289966,0
10347,"Walter Kumiega",Walter,A.,Kumiega,III,,1,D,1,Rep,HD-134,6501301,120971,,Walter_Kumiega,289961,0
10350,"Thomas Longstaff",Thomas,,Longstaff,,,1,D,1,Rep,HD-109,6512197,127846,,Thomas_Longstaff,311475,0
10351,"Louis Luchini",Louis,Joseph,Luchini,Jr.,,1,D,1,Rep,SD-007,6501315,120977,,Louis_Luchini,289963,0
10352,"Joyce Maker",Joyce,A.,Maker,,,2,R,2,Sen,SD-006,6683287,120967,,Joyce_Maker,291653,0
10353,"Richard Malaby",Richard,S.,Malaby,,,2,R,1,Rep,HD-136,6674169,103463,,Richard_Malaby,289960,0
10363,"Beth O'Connor",Beth,A.,O'Connor,,,2,R,1,Rep,HD-005,6674178,103652,,Beth_O%27Connor,293204,0
10366,"Wayne Parry",Wayne,R.,Parry,,,2,R,1,Rep,HD-010,6674181,103647,,Wayne_Parry,291772,0
10367,"John Picchiotti",John,J.,Picchiotti,,,2,R,1,Rep,HD-108,6683504,121036,,John_Picchiotti,289980,0
10370,"Deborah Sanderson",Deborah,J.,Sanderson,,,2,R,1,Rep,HD-088,6681724,120996,,Deborah_Sanderson,291681,0
10371,"Heather Sirocki",Heather,,Sirocki,,,2,R,1,Rep,HD-028,6697144,127854,,Heather_Sirocki,311483,0
10372,"Jeffrey Timberlake",Jeffrey,L.,Timberlake,,,2,R,1,Rep,SD-022,9931674,121048,,Jeffrey_Timberlake,291720,0
10373,"Amy Volk",Amy,F.,Volk,,,2,R,2,Sen,SD-030,6683637,121089,,Amy_Volk,291757,0
10379,"Tom Winsor",Tom,J.,Winsor,,,2,R,1,Rep,HD-071,6572621,6739,,Tom_Winsor,195482,0
10381,"Stephen Wood",Stephen,J.,Wood,,,2,R,1,Rep,HD-057,13001955,121024,,Stephen_Wood,293199,0
11874,"Ronald Collins",Ronald,F.,Collins,,,2,R,2,Sen,SD-034,6568734,19496,,Ronald_Collins,193915,0
11885,"Garrett Mason",Garrett,Paul,Mason,,,2,R,2,Sen,SD-022,6683709,120921,,Garrett_Mason,291608,0
11890,"Roger Katz",Roger,J.,Katz,,,2,R,2,Sen,SD-015,6683719,80944,,Roger_Katz,291611,0
11976,"Rodney Whittemore",Rodney,L.,Whittemore,,,2,R,2,Sen,SD-003,6683731,120926,,Rodney_Whittemore,291612,0
12720,"Beth Turner",Beth,P.,Turner,,,2,R,1,Rep,HD-141,6468549,57596,,Beth_Turner,333309,0
13221,"Denise Harlow",Denise,Patricia,Harlow,,,1,D,1,Rep,HD-036,6501485,121070,,Denise_Harlow,311479,0
13876,"Raymond Wallace",Raymond,,Wallace,,,2,R,1,Rep,HD-024,6699341,137239,,Raymond_Wallace,379432,0
13884,"Kimberly Monaghan-Derrig",Kimberly,J.,Monaghan-Derrig,,,1,D,1,Rep,HD-030,6513692,134569,,Kimberly_Monaghan,354165,0
14714,"Matthea Larsen Daughtry",Matthea,Elisabeth,"Larsen Daughtry",,,1,D,1,Rep,HD-049,16072377,142892,,Matthea_Daughtry,660564,0
14716,"Richard Farnsworth",Richard,R.,Farnsworth,,,1,D,1,Rep,HD-037,6425633,10790,,Richard_Farnsworth,396047,0
14717,"Andrew Gattine",Andrew,M.,Gattine,,Drew,1,D,1,Rep,HD-034,9946504,137364,,Andrew_Gattine,403925,0
14718,"Sara Gideon",Sara,,Gideon,,,1,D,1,Rep,HD-048,11022676,137334,,Sara_Gideon,392487,0
14719,"Scott Hamann",Scott,M.,Hamann,,,1,D,1,Rep,HD-032,11022679,137361,,Scott_Hamann,399509,0
14720,"Craig Hickman",Craig,V.,Hickman,,,1,D,1,Rep,HD-081,6501432,121034,,Craig_Hickman,291709,0
14722,"Victoria Kornfield",Victoria,P.,Kornfield,,,1,D,1,Rep,HD-125,16072365,142886,,Victoria_Kornfield,434095,0
14725,"Carol McElwee",Carol,A.,McElwee,,,2,R,1,Rep,HD-149,11023214,137217,,Carol_McElwee,395980,0
14726,"Matthew Moonen",Matthew,W.,Moonen,,,1,D,1,Rep,HD-038,11022707,137356,,Matthew_Moonen,392492,0
14729,"Matthew Pouliot",Matthew,G.,Pouliot,,,2,R,1,Rep,SD-015,16072373,142890,,Matthew_Pouliot,434102,0
14732,"Stephen Stanley",Stephen,S.,Stanley,,,1,D,1,Rep,HD-143,6375569,14984,,Stephen_Stanley,195554,0
14742,"Geoffrey Gratwick",Geoffrey,M.,Gratwick,,,1,D,2,Sen,SD-009,11022678,75503,,Geoffrey_Gratwick,391012,0
14747,"Rebecca Millett",Rebecca,J.,Millett,,,1,D,2,Sen,SD-029,9946879,137189,,Rebecca_Millett,399473,0
15041,"Henry John Bear",Henry,John,Bear,,,3,I,1,Rep,HD-TRIBE,35368741,170480,,Henry_John_Bear,450422,0
15044,"Nathan Libby",Nathan,,Libby,,,1,D,2,Sen,SD-021,11022695,137301,,Nathan_Libby,403783,0
15045,"Catherine Nadeau",Catherine,M.,Nadeau,,,1,D,1,Rep,HD-078,6501370,121000,,Catherine_Nadeau_(Maine),291684,0
15047,"John Schneck",John,C.,Schneck,,,1,D,1,Rep,HD-126,11022720,137228,,John_Schneck,392220,0
15270,"Justin Chenette",Justin,Mark,Chenette,,,1,D,2,Sen,SD-031,11022657,137374,,Justin_Chenette,392534,0
15273,"Gay Grant",Gay,M.,Grant,,,1,D,1,Rep,HD-083,11022677,137281,,Gay_Grant,399498,0
15275,"Lawrence Lockman",Lawrence,G.,Lockman,,,2,R,1,Rep,HD-137,11023210,137245,,Lawrence_Lockman,395995,0
15278,"Andrew McLean",Andrew,J.,McLean,,,1,D,1,Rep,HD-027,11022704,137368,,Andrew_McLean,392526,0
15391,"Brian Hubbell",Brian,L.,Hubbell,,,1,D,1,Rep,HD-135,11022682,137250,,Brian_Hubbell,395999,0
15392,"Erik Jorgensen",Erik,Clark,Jorgensen,,,1,D,1,Rep,HD-041,9932629,137349,,Erik_Jorgensen,396045,0
15402,"Janice Cooper",Janice,E.,Cooper,,,1,D,1,Rep,HD-047,1348259,137338,,Janice_Cooper,399505,0
15404,"Jonathan Kinney",Jonathan,L.,Kinney,,,2,R,1,Rep,HD-022,11023201,137328,,Jonathan_Kinney,403825,0
15406,"Roger Reed",Roger,E.,Reed,,,2,R,1,Rep,HD-103,11023232,137237,,Roger_Reed,392226,0
15702,"Deane Rykerson",Deane,,Rykerson,,,1,D,1,Rep,HD-001,16072400,142909,,Deane_Rykerson,434129,0
15729,"Anne-Marie Mastraccio",Anne-Marie,,Mastraccio,,,1,D,1,Rep,HD-018,11022701,137415,,Anne-Marie_Mastraccio,396066,0
15744,"Jennifer DeChant",Jennifer,,DeChant,,,1,D,1,Rep,HD-052,6426267,36828,,Jennifer_DeChant,403743,0
15747,"Donald Marean",Donald,G.,Marean,,,2,R,1,Rep,HD-016,6657806,36954,,Donald_Marean,228273,0
15748,"Ryan Tipping-Spitz",Ryan,D.,Tipping-Spitz,,,1,D,1,Rep,HD-123,11022732,137233,,Ryan_Tipping,403457,0
15773,"Aaron Frey",Aaron,M.,Frey,,,1,D,1,Rep,HD-124,11022674,137230,,Aaron_Frey,399491,0
15775,"Richard Campbell",Richard,H.,Campbell,,,2,R,1,Rep,HD-130,6628372,6606,,Richard_Campbell_(Maine),293193,0
15889,"Michael Devin",Michael,Gilbert,Devin,,,1,D,1,Rep,HD-090,6501357,120995,,Michael_Devin,491245,0
16089,"Eloise Vitelli",Eloise,A.,Vitelli,,,1,D,2,Sen,SD-023,9947092,144905,,Eloise_Vitelli,466826,0
16614,"Eric Brakey",Eric,L.,Brakey,,,2,R,2,Sen,SD-020,23424346,151349,,Eric_Brakey,488614,0
16631,"Robert Alley",Robert,W.,Alley,Sr.,,1,D,1,Rep,HD-138,23424301,151337,,Robert_Alley,491261,0
16632,"Kevin Battle",Kevin,J.,Battle,,,2,R,1,Rep,HD-033,16072395,142905,,Kevin_Battle,434123,0
16633,"Paul Chace",Paul,,Chace,,,2,R,1,Rep,HD-046,26783607,155359,,Paul_Chace,512212,0
16634,"Donna Doore",Donna,R.,Doore,,,1,D,1,Rep,HD-085,23424277,80949,,Donna_Doore,493135,0
16635,"Ryan Fecteau",Ryan,M.,Fecteau,,,1,D,1,Rep,HD-011,23424246,151397,,Ryan_Fecteau,490397,0
16636,"Jared Golden",Jared,F.,Golden,,,1,D,1,Rep,HD-060,23424266,151420,,Jared_Golden,372438,0
16637,"Jeffrey Pierce",Jeffrey,K.,Pierce,,,2,R,1,Rep,HD-053,11023225,137200,,Jeffrey_Pierce,390990,0
16639,"David Miramant",David,R.,Miramant,,,1,D,2,Sen,SD-012,6454321,36796,,David_Miramant,250738,0
16688,"Christopher Babbidge",Christopher,W.,Babbidge,,,1,D,1,Rep,HD-008,6453963,36998,,Christopher_Babbidge,228278,0
16689,"Scott Cyrway",Scott,W.,Cyrway,,,2,R,2,Sen,SD-016,26783579,155345,,Scott_Cyrway,512194,0
16697,"Roland Martin",Roland,Daniel,Martin,,,1,D,1,Rep,HD-150,23424310,73577,,Roland_Martin,265257,0
16780,"Bradlee Farrin",Bradlee,Thomas,Farrin,,,2,R,1,Rep,SD-003,23424426,151396,,Bradlee_Farrin,490421,0
16781,"Robert Foley",Robert,A.,Foley,,,2,R,1,Rep,SD-034,9937051,151401,,Robert_Foley,490394,0
16782,"Karen Gerrish",Karen,A.,Gerrish,,,2,R,1,Rep,HD-020,23424344,151416,,Karen_Gerrish,491210,0
16784,"Paul Stearns",Paul,A.,Stearns,,,2,R,1,Rep,HD-119,23424430,151506,,Paul_Stearns,490424,0
16785,"Timothy Theriault",Timothy,S.,Theriault,,,2,R,1,Rep,HD-079,23424401,149288,,Timothy_Theriault,490411,0
16786,"William Tuell",William,R.,Tuell,,,2,R,1,Rep,HD-139,23424445,149293,,William_Tuell,490436,0
