people_id,name,first_name,middle_name,last_name,suffix,nickname,party_id,party,role_id,role,district,followthemoney_eid,votesmart_id,opensecrets_id,ballotpedia,knowwho_pid,committee_id
8744,"John Martin",John,L.,Martin,,,1,D,1,Rep,HD-151,6373833,6674,,John_L._Martin,195565,0
8748,"Justin Alfond",Justin,L.,Alfond,,,1,D,2,Sen,SD-027,6486098,103424,,Justin_Alfond,272122,0
8757,"William Diamond",William,,Diamond,,Bill,1,D,2,Sen,SD-026,6454114,36723,,Bill_Diamond,573118,0
8758,"Stanley Gerzofsky",Stanley,,Gerzofsky,,,1,D,2,Sen,SD-024,6372540,36712,,Stan_Gerzofsky,205606,0
8762,"Barry Hobbins",Barry,J.,Hobbins,,,1,D,1,Rep,HD-014,6454211,36710,,Barry_Hobbins,228283,0
8763,"Earle Mccormick",Earle,L.,Mccormick,,,2,R,2,Sen,SD-014,13001964,36574,,Earle_McCormick,212761,0
8773,"Roger Sherman",Roger,L.,Sherman,,,2,R,1,Rep,HD-144,6571748,19565,,Roger_Sherman,195552,0
8780,"Susan Austin",Susan,,Austin,,,2,R,1,Rep,HD-067,13001887,37206,,Susan_Austin,212743,0
8784,"Henry Beck",Henry,"E. M.",Beck,,,1,D,1,Rep,HD-110,6486108,103533,,Henry_Beck,272125,0
8786,"Bruce Bickford",Bruce,A.,Bickford,,,2,R,1,Rep,HD-063,6674044,103524,,Bruce_Bickford,272095,0
8793,"Mark Bryant",Mark,E.,Bryant,,,1,D,1,Rep,HD-024,6453999,37139,,Mark_Bryant,228265,0
8794,"David C. Burns",David,C.,Burns,,,2,R,2,Sen,SD-006,6674055,103458,,David_C._Burns,272083,0
8797,"James Campbell",James,J.,Campbell,Sr.,,2,R,1,Rep,HD-021,6568549,36719,,James_J._Campbell,212733,0
8814,"Andre Cushing",Andre,E.,Cushing,III,,2,R,2,Sen,SD-010,6674087,103477,,Andre_Cushing_III,272087,0
8815,"Paul Davis",Paul,T.,Davis,Sr.,,2,R,2,Sen,SD-004,6568945,19594,,Paul_T._Davis,272082,0
8819,"Robert Duchesne",Robert,S.,Duchesne,,,1,D,1,Rep,HD-121,6454123,36552,,Robert_Duchesne,228231,0
8822,"Peter Edgecomb",Peter,,Edgecomb,,,2,R,2,Sen,SD-001,6555602,36899,,Peter_Edgecomb,228229,0
8823,"Mark Eves",Mark,,Eves,,,1,D,1,Rep,HD-006,6486186,103654,,Mark_Eves,272121,0
8832,"Paul Gilbert",Paul,E.,Gilbert,,,1,D,1,Rep,HD-074,6486208,103544,,Paul_Gilbert,272099,0
8834,"Adam Goode",Adam,A.,Goode,,,1,D,1,Rep,HD-127,6486227,103446,,Adam_Goode,272077,0
8836,"James Hamper",James,Michael,Hamper,,,2,R,2,Sen,SD-019,6657700,37238,,James_Hamper,228261,0
8840,"Anne Haskell",Anne,M.,Haskell,,,1,D,2,Sen,SD-028,6468520,57588,,Anne_Haskell,250774,0
8842,"Dawn Hill",Dawn,,Hill,,,1,D,2,Sen,SD-035,6474984,56984,,Dawn_Hill,250799,0
8844,"George Hogan",George,W.,Hogan,,,1,D,1,Rep,HD-013,6454218,36817,,George_Hogan,228274,0
8854,"Charles Kruger",Charles,B.,Kruger,,,1,D,1,Rep,HD-092,6486263,103498,,Charles_Kruger,272091,0
8855,"Michael Lajoie",Michael,,Lajoie,,,1,D,1,Rep,HD-058,6486269,103527,,Michel_Lajoie,272112,0
8856,"Brian Langley",Brian,D.,Langley,,,2,R,2,Sen,SD-007,6674158,103470,,Brian_Langley,272086,0
8864,"Jeffrey Mccabe",Jeffrey,M.,Mccabe,,,1,D,1,Rep,HD-107,13001980,103540,,Jeff_McCabe_(Maine),272098,0
8870,"W. Mitchell",W.,,Mitchell,,,1,D,1,Rep,SD-024,6425740,95892,,Raymond_W._Mitchell,268799,0
8871,"Terry Morrison",Terry,K.,Morrison,,,1,D,1,Rep,HD-031,6486328,103629,,Terry_Morrison,272114,0
8874,"Robert Nutting",Robert,W.,Nutting,,,2,R,1,Rep,HD-077,6570982,19500,,Robert_Nutting,272097,0
8880,"Matthew Peterson",Matthew,John,Peterson,,,1,D,1,Rep,HD-115,6486361,103552,,Matthew_Peterson,272103,0
8893,"Kimberley Rosen",Kimberley,C.,Rosen,,,2,R,2,Sen,SD-008,6665937,37040,,Kimberley_Rosen,228242,0
8894,"Margaret Rotundo",Margaret,R.,Rotundo,,,1,D,1,Rep,HD-059,6375129,37042,,Margaret_Rotundo,208763,0
8895,"Diane Russell",Diane,M.,Russell,,,1,D,1,Rep,HD-039,6486377,104942,,Diane_Russell,272113,0
8896,"Linda Sanborn",Linda,F.,Sanborn,,,1,D,1,Rep,SD-030,6486383,103639,,Linda_Sanborn,272117,0
8898,"Thomas Saviello",Thomas,B.,Saviello,,,2,R,2,Sen,SD-017,6411327,36956,,Thomas_Saviello,212758,0
8900,"Michael Shaw",Michael,A.,Shaw,,,1,D,1,Rep,HD-023,13002006,57563,,Michael_Shaw_(Maine),251426,0
8906,"Peter Stuckey",Peter,C.,Stuckey,,,1,D,1,Rep,HD-042,6486416,103592,,Peter_Stuckey,272110,0
8909,"Michael Thibodeau",Michael,D.,Thibodeau,,,2,R,2,Sen,SD-011,6672631,65844,,Michael_Thibodeau,250736,0
8915,"Linda Valentino",Linda,M.,Valentino,,,1,D,2,Sen,SD-031,6454459,36627,,Linda_Valentino,228276,0
8922,"Joan Welsh",Joan,W.,Welsh,,,1,D,1,Rep,HD-094,2541201,103493,,Joan_Welsh,272090,0
8924,"Michael Willette",Michael,J.,Willette,,,2,R,2,Sen,SD-002,6496829,109378,,Michael_Willette,272075,0
8926,"Dale Crafts",Dale,J.,Crafts,,,2,R,1,Rep,HD-056,6628890,19597,,Dale_Crafts,272105,0
10318,"Roberta Beavers",Roberta,B.,Beavers,,,1,D,1,Rep,HD-002,6483160,68902,,Roberta_Beavers,291778,0
10321,"Russell Black",Russell,J.,Black,,,2,R,1,Rep,SD-017,6683522,121044,,Russell_Black,291713,0
10325,"Ralph Chapman",Ralph,,Chapman,,,1,D,1,Rep,HD-133,6501307,120973,,Ralph_Chapman,291659,0
10326,"Benjamin Chipman",Benjamin,M.,Chipman,,,1,D,1,Rep,SD-027,6535860,127853,,Benjamin_Chipman,311481,0
10331,"James Dill",James,F.,Dill,,,1,D,2,Sen,SD-005,6501252,120946,,James_Dill_(Maine),291634,0
10332,"Mark Dion",Mark,N.,Dion,,,1,D,1,Rep,SD-028,6512210,19477,,Mark_Dion,311478,0
10334,"Larry Dunphy",Larry,Charles,Dunphy,,,2,R,1,Rep,HD-118,6681732,121042,,Larry_Dunphy,289985,0
10335,"Eleanor Espling",Eleanor,M.,Espling,,,2,R,1,Rep,HD-065,6681736,121057,,Eleanor_Espling,289989,0
10338,"Kenneth Fredette",Kenneth,Wade,Fredette,,,2,R,1,Rep,HD-100,6628906,19554,,Kenneth_Fredette,291646,0
10339,"James Gillway",James,S.,Gillway,,,2,R,1,Rep,HD-098,6683325,120981,,James_Gillway,289964,0
