bill_id,session_id,bill_number,status,status_desc,status_date,title,description,committee_id,committee,last_action_date,last_action,url,state_link
897625,1258,LD1,6,Failed,2017-03-23,"An Act To Repeal the Law Regulating Reflective and Tinted Glass in Automobiles","An Act To Repeal the Law Regulating Reflective and Tinted Glass in Automobiles",0,,2017-03-23,"Pursuant to Joint Rule 310.3 Placed in Legislative Files (DEAD)",https://legiscan.com/ME/bill/LD1/2017,http://legislature.maine.gov/legis/bills/display_ps.asp?LD=1&snum=128
897595,1258,LD2,6,Failed,2017-03-28,"An Act To Prevent Bad Faith Assertions of Patent Infringement","An Act To Prevent Bad Faith Assertions of Patent Infringement",0,,2017-03-28,"Pursuant to Joint Rule 310.3, Placed in Legislative Files (DEAD).",https://legiscan.com/ME/bill/LD2/2017,http://legislature.maine.gov/legis/bills/display_ps.asp?LD=2&snum=128
897770,1258,LD3,4,Passed,2017-03-23,"An Act To Grant Plantations the Power To Control Consumer Fireworks","An Act To Grant Plantations the Power To Control Consumer Fireworks",0,,2017-03-23,"Roll Call Ordered Roll Call Number 48 Yeas 34 - Nays 0 - Excused 1 - Absent 0 PREVAILED",https://legiscan.com/ME/bill/LD3/2017,http://legislature.maine.gov/legis/bills/display_ps.asp?LD=3&snum=128
897441,1258,LD4,6,Failed,2017-05-09,"An Act To Amend the Licensing Requirements for Beano Halls Leased by Veterans' Organizations","An Act To Amend the Licensing Requirements for Beano Halls Leased by Veterans' Organizations",0,,2017-05-09,"Pursuant to Joint Rule 310.3 Placed in Legislative Files (DEAD)",https://legiscan.com/ME/bill/LD4/2017,http://legislature.maine.gov/legis/bills/display_ps.asp?LD=4&snum=128
897574,1258,LD5,6,Failed,2017-05-02,"RESOLUTION, Proposing an Amendment to the Constitution of Maine To Exclude Wildlife Issues from Citizen Initiatives","RESOLUTION, Proposing an Amendment to the Constitution of Maine To Exclude Wildlife Issues from Citizen Initiatives",0,,2017-05-02,"Pursuant to Joint Rule 310.3 Placed in Legislative Files (DEAD)",https://legiscan.com/ME/bill/LD5/2017,http://legislature.maine.gov/legis/bills/display_ps.asp?LD=5&snum=128
897745,1258,LD7,4,Passed,2017-03-28,"An Act To Allow Conveyance of Land Previously Conveyed by the State to the Town of Bridgton","An Act To Allow Conveyance of Land Previously Conveyed by the State to the Town of Bridgton",0,,2017-04-13,"LD 7 In Senate, April 13, 2017, this Bill, having been returned by the Governor, together with objections to the same pursuant to the provisions of the Constitution of the State of Maine, after reconsideration, the Senate proceeded to vote on the question: ""Shall this Bill become a law notwithstanding the objections of the Governor?"" 31 IN FAVOR and 1 AGAINST, accordingly it was the vote of the Senate that the Bill become law and the VETO was OVERRIDDEN.",https://legiscan.com/ME/bill/LD7/2017,http://legislature.maine.gov/legis/bills/display_ps.asp?LD=7&snum=128
897860,1258,LD8,4,Passed,2018-06-21,"An Act To Provide Training for Forest Rangers To Carry Firearms","An Act To Provide Training for Forest Rangers To Carry Firearms",0,,2018-07-09,"in concurrence",https://legiscan.com/ME/bill/LD8/2017,http://legislature.maine.gov/legis/bills/display_ps.asp?LD=8&snum=128
897697,1258,LD9,4,Passed,2017-06-09,"An Act To Prohibit the Creation of a Firearms Owner Registry","An Act To Prohibit the Creation of a Firearms Owner Registry",0,,2017-06-09,"PASSED TO BE ENACTED, in concurrence.",https://legiscan.com/ME/bill/LD9/2017,http://legislature.maine.gov/legis/bills/display_ps.asp?LD=9&snum=128
897721,1258,LD10,6,Failed,2017-06-15,"An Act To Build Greater Accountability into the General Assistance Program by Increasing the Penalty for Falsely Representing Information on an Application for General Assistance","An Act To Build Greater Accountability into the General Assistance Program by Increasing the Penalty for Falsely Representing Information on an Application for General Assistance",0,,2017-06-15,"Placed in Legislative Files (DEAD)",https://legiscan.com/ME/bill/LD10/2017,http://legislature.maine.gov/legis/bills/display_ps.asp?LD=10&snum=128
898061,1258,LD11,6,Failed,2018-03-20,"RESOLUTION, Proposing an Amendment to the Constitution of Maine To Establish the Right To Hunt and Fish","RESOLUTION, Proposing an Amendment to the Constitution of Maine To Establish the Right To Hunt and Fish",0,,2018-03-20,"Placed in Legislative Files (DEAD)",https://legiscan.com/ME/bill/LD11/2017,http://legislature.maine.gov/legis/bills/display_ps.asp?LD=11&snum=128
897993,1258,LD12,4,Passed,2017-03-30,"An Act To Incorporate Protections for Living Donors into Maine Law","An Act To Incorporate Protections for Living Donors into Maine Law",0,,2017-04-18,"LD 12 In Senate, April 18, 2017, this Bill, having been returned by the Governor, together with objections to the same pursuant to the provisions of the Constitution of the State of Maine, after reconsideration, the Senate proceeded to vote on the question: ""Shall this Bill become a law notwithstanding the objections of the Governor?"" 32 IN FAVOR and 2 AGAINST, accordingly it was the vote of the Senate that the Bill become law and the VETO was OVERRIDDEN.",https://legiscan.com/ME/bill/LD12/2017,http://legislature.maine.gov/legis/bills/display_ps.asp?LD=12&snum=128
897645,1258,LD13,6,Failed,2017-03-07,"An Act To Require Certain Licensing Boards To Report Cases of Sexual Abuse of a Patient or Client by a Licensee to a Law Enforcement Agency or the Department of Health and Human Services","An Act To Require Certain Licensing Boards To Report Cases of Sexual Abuse of a Patient or Client by a Licensee to a Law Enforcement Agency or the Department of Health and Human Services",0,,2017-03-07,"Pursuant to Joint Rule 310.3 Placed in Legislative Files (DEAD)",https://legiscan.com/ME/bill/LD13/2017,http://legislature.maine.gov/legis/bills/display_ps.asp?LD=13&snum=128
897670,1258,LD14,4,Passed,2017-04-27,"An Act To Extend the Legal Hours for Harvesting Lobster","An Act To Extend the Legal Hours for Harvesting Lobster",0,,2017-04-27,"PASSED TO BE ENACTED - Emergency - 2/3 Elected Required, in concurrence.",https://legiscan.com/ME/bill/LD14/2017,http://legislature.maine.gov/legis/bills/display_ps.asp?LD=14&snum=128
897803,1258,LD15,6,Failed,2017-04-04,"An Act Concerning the Property Tax Levy Limit","An Act Concerning the Property Tax Levy Limit",0,,2017-04-04,"Placed in Legislative Files (DEAD)",https://legiscan.com/ME/bill/LD15/2017,http://legislature.maine.gov/legis/bills/display_ps.asp?LD=15&snum=128
897924,1258,LD16,6,Failed,2017-05-11,"An Act To Exempt Certain Individuals Who Are 70 Years of Age or Older from Maine Income Tax","An Act To Exempt Certain Individuals Who Are 70 Years of Age or Older from Maine Income Tax",0,,2017-05-11,"Pursuant to Joint Rule 310.3 Placed in Legislative Files (DEAD)",https://legiscan.com/ME/bill/LD16/2017,http://legislature.maine.gov/legis/bills/display_ps.asp?LD=16&snum=128
900101,1258,LD17,6,Failed,2017-03-30,"An Act To Eliminate Retirement Benefits and Paid Health Insurance for Legislators Elected after 2017","An Act To Eliminate Retirement Benefits and Paid Health Insurance for Legislators Elected after 2017",0,,2017-03-30,"Pursuant to Joint Rule 310.3, Placed in Legislative Files (DEAD).",https://legiscan.com/ME/bill/LD17/2017,http://legislature.maine.gov/legis/bills/display_ps.asp?LD=17&snum=128
900341,1258,LD18,6,Failed,2017-05-09,"An Act To Make Exposing a Law Enforcement Officer to a Disorienting Substance a Crime","An Act To Make Exposing a Law Enforcement Officer to a Disorienting Substance a Crime",0,,2017-05-09,"Placed in Legislative Files (DEAD)",https://legiscan.com/ME/bill/LD18/2017,http://legislature.maine.gov/legis/bills/display_ps.asp?LD=18&snum=128
900213,1258,LD19,6,Failed,2017-02-16,"An Act To Assist Residents of Nursing Homes To Return to Their Communities","An Act To Assist Residents of Nursing Homes To Return to Their Communities",0,,2017-02-16,"Pursuant to Joint Rule 310.3 Placed in Legislative Files (DEAD)",https://legiscan.com/ME/bill/LD19/2017,http://legislature.maine.gov/legis/bills/display_ps.asp?LD=19&snum=128
900259,1258,LD20,6,Failed,2018-09-13,"An Act To Reimburse Nursing Homes for the Loss of Coinsurance and Deductibles for Skilled Nursing Beds under Rules Adopted by the Department of Health and Human Services","An Act To Reimburse Nursing Homes for the Loss of Coinsurance and Deductibles for Skilled Nursing Beds under Rules Adopted by the Department of Health and Human Services",0,,2018-09-13,"In possession of the Senate when the Senate ADJOURNED SINE DIE and PLACED IN THE LEGISLATIVE FILES (DEAD).",https://legiscan.com/ME/bill/LD20/2017,http://legislature.maine.gov/legis/bills/display_ps.asp?LD=20&snum=128
900170,1258,LD21,4,Passed,2017-04-18,"An Act To Amend the Law Regarding the Execution of Temporary Powers of Attorney","An Act To Amend the Law Regarding the Execution of Temporary Powers of Attorney",0,,2017-05-04,"LD 21 In Senate, May 4, 2017, this Bill, having been returned by the Governor, together with objections to the same pursuant to the provisions of the Constitution of the State of Maine, after reconsideration, the Senate proceeded to vote on the question: ""Shall this Bill become a law notwithstanding the objections of the Governor?"" 35 IN FAVOR and 0 AGAINST, accordingly it was the vote of the Senate that the Bill become law and the VETO was OVERRIDDEN.",https://legiscan.com/ME/bill/LD21/2017,http://legislature.maine.gov/legis/bills/display_ps.asp?LD=21&snum=128
900079,1258,LD22,4,Passed,2017-04-06,"An Act To Repeal the Requirement That Municipalities License Roller-skating Rinks","An Act To Repeal the Requirement That Municipalities License Roller-skating Rinks",0,,2017-04-06,"PASSED TO BE ENACTED in concurrence",https://legiscan.com/ME/bill/LD22/2017,http://legislature.maine.gov/legis/bills/display_ps.asp?LD=22&snum=128
900055,1258,LD23,6,Failed,2017-04-25,"An Act To Provide for Legislative Review of Federally Mandated Major Substantive Rules under the Maine Administrative Procedure Act","An Act To Provide for Legislative Review of Federally Mandated Major Substantive Rules under the Maine Administrative Procedure Act",0,,2017-04-25,"Placed in the Legislative Files. (DEAD)",https://legiscan.com/ME/bill/LD23/2017,http://legislature.maine.gov/legis/bills/display_ps.asp?LD=23&snum=128
900323,1258,LD24,4,Passed,2017-03-28,"An Act To Change the Name of Township 17, Range 4, WELS, in the Unorganized Territory to Sinclair","An Act To Change the Name of Township 17, Range 4, WELS, in the Unorganized Territory to Sinclair",0,,2017-03-28,"PASSED TO BE ENACTED - Emergency - 2/3 Elected Required, in concurrence.",https://legiscan.com/ME/bill/LD24/2017,http://legislature.maine.gov/legis/bills/display_ps.asp?LD=24&snum=128
900235,1258,LD25,6,Failed,2017-03-30,"An Act To Remove the Legislative Council from the Capitol Area Development Approval Process","An Act To Remove the Legislative Council from the Capitol Area Development Approval Process",0,,2017-03-30,"Placed in Legislative Files (DEAD).",https://legiscan.com/ME/bill/LD25/2017,http://legislature.maine.gov/legis/bills/display_ps.asp?LD=25&snum=128
