bill_id,session_id,bill_number,status,status_desc,status_date,title,description,committee_id,committee,last_action_date,last_action,url,state_link
1136386,1635,LD3,6,Failed,2019-05-28,"An Act To Enhance and Increase the Availability of Mental Health Providers in Maine","An Act To Enhance and Increase the Availability of Mental Health Providers in Maine",0,,2019-05-28,"Pursuant to Joint Rule 310.3 Placed in Legislative Files (DEAD)",https://legiscan.com/ME/bill/LD3/2019,http://legislature.maine.gov/legis/bills/display_ps.asp?LD=3&snum=129
1136350,1635,LD4,6,Failed,2019-03-19,"An Act To Encourage Applied Shellfish Research","An Act To Encourage Applied Shellfish Research",0,,2019-03-19,"Pursuant to Joint Rule 310.3 Placed in Legislative Files (DEAD)",https://legiscan.com/ME/bill/LD4/2019,http://legislature.maine.gov/legis/bills/display_ps.asp?LD=4&snum=129
1136286,1635,LD5,4,Passed,2019-04-02,"An Act To Require Notification of Proposed Rate Increases for Long-term Care Policies","An Act To Require Notification of Proposed Rate Increases for Long-term Care Policies",0,,2019-04-02,"PASSED TO BE ENACTED, in concurrence.",https://legiscan.com/ME/bill/LD5/2019,http://legislature.maine.gov/legis/bills/display_ps.asp?LD=5&snum=129
1136372,1635,LD6,6,Failed,2019-04-11,"An Act To Amend the Laws Governing the Home Accessibility Tax Credit","An Act To Amend the Laws Governing the Home Accessibility Tax Credit",0,,2019-04-11,"Pursuant to Joint Rule 310.3 Placed in Legislative Files (DEAD)",https://legiscan.com/ME/bill/LD6/2019,http://legislature.maine.gov/legis/bills/display_ps.asp?LD=6&snum=129
1136448,1635,LD7,4,Passed,2019-02-28,"Resolve, To Name a Bridge in the Town of Lincoln and the Town of Chester the Master Sergeant Gary Gordon Bridge","Resolve, To Name a Bridge in the Town of Lincoln and the Town of Chester the Master Sergeant Gary Gordon Bridge",0,,2019-02-28,"FINALLY PASSED, in concurrence.",https://legiscan.com/ME/bill/LD7/2019,http://legislature.maine.gov/legis/bills/display_ps.asp?LD=7&snum=129
1136404,1635,LD8,4,Passed,2019-04-30,"An Act To Allow and Recognize a Legal Name Change upon Marriage","An Act To Allow and Recognize a Legal Name Change upon Marriage",0,,2019-04-30,"PASSED TO BE ENACTED, in concurrence.",https://legiscan.com/ME/bill/LD8/2019,http://legislature.maine.gov/legis/bills/display_ps.asp?LD=8&snum=129
1136418,1635,LD9,6,Failed,2019-02-19,"An Act To Increase Juror Compensation","An Act To Increase Juror Compensation",0,,2019-02-19,"Pursuant to Joint Rule 310.3 Placed in Legislative Files (DEAD)",https://legiscan.com/ME/bill/LD9/2019,http://legislature.maine.gov/legis/bills/display_ps.asp?LD=9&snum=129
1136411,1635,LD10,6,Failed,2019-03-14,"An Act To Provide That Inspections of New Motor Vehicles Are Valid for 2 Years","An Act To Provide That Inspections of New Motor Vehicles Are Valid for 2 Years",0,,2019-03-14,"Pursuant to Joint Rule 310.3 Placed in Legislative Files (DEAD)",https://legiscan.com/ME/bill/LD10/2019,http://legislature.maine.gov/legis/bills/display_ps.asp?LD=10&snum=129
1136311,1635,LD11,6,Failed,2019-02-28,"An Act Regarding the Acceptance of Maine Clean Election Act Campaign Contributions on State Websites","An Act Regarding the Acceptance of Maine Clean Election Act Campaign Contributions on State Websites",0,,2019-02-28,"Placed in Legislative Files (DEAD)",https://legiscan.com/ME/bill/LD11/2019,http://legislature.maine.gov/legis/bills/display_ps.asp?LD=11&snum=129
1136394,1635,LD12,6,Failed,2020-01-30,"An Act To Authorize a General Fund Bond Issue for the Design and Construction of a New Fish Hatchery and To Improve Hatchery Infrastructure","An Act To Authorize a General Fund Bond Issue for the Design and Construction of a New Fish Hatchery and To Improve Hatchery Infrastructure",0,,2020-01-30,"Pursuant to Joint Rule 310.3 Placed in Legislative Files (DEAD)",https://legiscan.com/ME/bill/LD12/2019,http://legislature.maine.gov/legis/bills/display_ps.asp?LD=12&snum=129
1136326,1635,LD13,2,Engrossed,2020-03-12,"An Act To Allow Microgrids That Are in the Public Interest","An Act To Allow Microgrids That Are in the Public Interest",0,,2020-03-17,"CARRIED OVER to any Special Session of the 129th Legislature pursuant to Joint Order SP 788.",https://legiscan.com/ME/bill/LD13/2019,http://legislature.maine.gov/legis/bills/display_ps.asp?LD=13&snum=129
