people_id,name,first_name,middle_name,last_name,suffix,nickname,party_id,party,role_id,role,district,followthemoney_eid,votesmart_id,opensecrets_id,ballotpedia,knowwho_pid,committee_id
8743,"Troy Jackson",Troy,Dale,Jackson,,,1,D,2,Sen,SD-001,6454231,36809,,Troy_Dale_Jackson,212794,0
8744,"John Martin",John,L.,Martin,,,1,D,1,Rep,HD-151,6373833,6674,,John_L._Martin,195565,0
8747,"Margaret Craven",Margaret,M.,Craven,,,1,D,1,Rep,HD-059,6450902,37163,,Margaret_Craven,212766,0
8757,"William Diamond",William,,Diamond,,Bill,1,D,2,Sen,SD-026,6454114,36723,,Bill_Diamond,573118,0
8768,"Joseph Perry",Joseph,C.,Perry,,,1,D,1,Rep,HD-124,6374663,11101,,Joseph_Perry_(Maine),195532,0
8780,"Susan Austin",Susan,,Austin,,,2,R,1,Rep,HD-067,13001887,37206,,Susan_Austin,212743,0
8785,"Seth Berry",Seth,Allan,Berry,,,1,D,1,Rep,HD-055,6474821,57592,,Seth_Berry,250752,0
8786,"Bruce Bickford",Bruce,A.,Bickford,,,2,R,1,Rep,HD-063,6674044,103524,,Bruce_Bickford,272095,0
8793,"Mark Bryant",Mark,E.,Bryant,,,1,D,1,Rep,HD-024,6453999,37139,,Mark_Bryant,228265,0
8800,"Richard Cebra",Richard,M.,Cebra,,,2,R,1,Rep,HD-068,6657586,37068,,Richard_Cebra,228262,0
8813,"Philip Curtis",Philip,A.,Curtis,,,2,R,1,Rep,HD-111,6665922,36803,,Philip_Curtis,228257,0
8815,"Paul Davis",Paul,T.,Davis,Sr.,,2,R,2,Sen,SD-004,6568945,19594,,Paul_T._Davis,272082,0
8836,"James Hamper",James,Michael,Hamper,,,2,R,2,Sen,SD-019,6657700,37238,,James_Hamper,228261,0
8869,"Sawin Millett",Sawin,,Millett,Jr.,,2,R,1,Rep,HD-071,6614298,36661,,"Sawin_Millett,_Jr.",212755,0
8877,"Ann Peoples",Ann,E.,Peoples,,,1,D,1,Rep,HD-035,6475038,67733,,Ann_Peoples,250783,0
8879,"Anne Perry",Anne,C.,Perry,,,1,D,1,Rep,HD-140,6391434,36577,,Anne_Perry,212786,0
8893,"Kimberley Rosen",Kimberley,C.,Rosen,,,2,R,2,Sen,SD-008,6665937,37040,,Kimberley_Rosen,228242,0
8896,"Linda Sanborn",Linda,F.,Sanborn,,,1,D,2,Sen,SD-030,6486383,103639,,Linda_Sanborn,272117,0
10321,"Russell Black",Russell,J.,Black,,,2,R,2,Sen,SD-017,6683522,121044,,Russell_Black,291713,0
10326,"Benjamin Chipman",Benjamin,M.,Chipman,,,1,D,2,Sen,SD-027,6535860,127853,,Benjamin_Chipman,311481,0
10331,"James Dill",James,F.,Dill,,,1,D,2,Sen,SD-005,6501252,120946,,James_Dill_(Maine),291634,0
10333,"Dana Dow",Dana,L.,Dow,,,2,R,2,Sen,SD-013,6657626,36789,,Dana_Dow,228287,0
10341,"Stacey Guerin",Stacey,K.,Guerin,,,2,R,2,Sen,SD-010,6683271,120954,,Stacey_Guerin,291641,0
10343,"Erin Herbig",Erin,D.,Herbig,,,1,D,2,Sen,SD-011,6501328,120985,,Erin_Herbig,289966,0
10346,"Dennis Keschl",Dennis,L.,Keschl,,,2,R,1,Rep,HD-076,6683496,121035,,Dennis_Keschl,289979,0
10351,"Louis Luchini",Louis,Joseph,Luchini,Jr.,,1,D,2,Sen,SD-007,6501315,120977,,Louis_Luchini,289963,0
10363,"Beth O'Connor",Beth,A.,O'Connor,,,2,R,1,Rep,HD-005,6674178,103652,,Beth_O%27Connor,293204,0
10372,"Jeffrey Timberlake",Jeffrey,L.,Timberlake,,,2,R,2,Sen,SD-022,9931674,121048,,Jeffrey_Timberlake,291720,0
14714,"Matthea Larsen Daughtry",Matthea,Elisabeth,"Larsen Daughtry",,,1,D,1,Rep,HD-049,16072377,142892,,Matthea_Daughtry,660564,0
14716,"Richard Farnsworth",Richard,R.,Farnsworth,,,1,D,1,Rep,HD-037,6425633,10790,,Richard_Farnsworth,396047,0
14717,"Andrew Gattine",Andrew,M.,Gattine,,Drew,1,D,1,Rep,HD-034,9946504,137364,,Andrew_Gattine,403925,0
14718,"Sara Gideon",Sara,,Gideon,,,1,D,1,Rep,HD-048,11022676,137334,,Sara_Gideon,392487,0
14720,"Craig Hickman",Craig,V.,Hickman,,,1,D,1,Rep,HD-081,6501432,121034,,Craig_Hickman,291709,0
14722,"Victoria Kornfield",Victoria,P.,Kornfield,,,1,D,1,Rep,HD-125,16072365,142886,,Victoria_Kornfield,434095,0
14726,"Matthew Moonen",Matthew,W.,Moonen,,,1,D,1,Rep,HD-038,11022707,137356,,Matthew_Moonen,392492,0
14729,"Matthew Pouliot",Matthew,G.,Pouliot,,,2,R,2,Sen,SD-015,16072373,142890,,Matthew_Pouliot,434102,0
14732,"Stephen Stanley",Stephen,S.,Stanley,,,1,D,1,Rep,HD-143,6375569,14984,,Stephen_Stanley,195554,0
