people_id,name,first_name,middle_name,last_name,suffix,nickname,party_id,party,role_id,role,district,followthemoney_eid,votesmart_id,opensecrets_id,ballotpedia,knowwho_pid,committee_id
8737,"Hannah Pingree",Hannah,M.,Pingree,,,1,D,1,Rep,HD-036,6391446,36769,,Hannah_Pingree,212784,0
8738,"Elizabeth Mitchell",Elizabeth,H.,Mitchell,,,1,D,2,Sen,SD-024,6425740,6680,,Elizabeth_Mitchell,228288,0
8739,"Lisa Marrache",Lisa,Tessier,Marrache,,,1,D,2,Sen,SD-025,6373803,36932,,Lisa_Marrache,205618,0
8740,"Kevin Raye",Kevin,L.,Raye,,,2,R,2,Sen,SD-029,6657900,36606,,Kevin_Raye,228289,0
8741,"Joshua Tardy",Joshua,A.,Tardy,,,2,R,1,Rep,HD-025,6589297,37128,,Joshua_Tardy,212781,0
8742,"Wendy Pieh",Wendy,,Pieh,,,1,D,1,Rep,HD-050,6374700,10894,,Wendy_Pieh,250740,0
8743,"Troy Jackson",Troy,Dale,Jackson,,,1,D,2,Sen,SD-035,6454231,36809,,Troy_Dale_Jackson,212794,0
8744,"John Martin",John,L.,Martin,,,1,D,1,Rep,HD-001,6373833,6674,,John_L._Martin,195565,0
8745,"Bernard Ayotte",Bernard,"L. A.",Ayotte,,,2,R,1,Rep,HD-003,13001810,36642,,Bernard_Ayotte,250723,0
8746,"Charles Theriault",Charles,Kenneth,Theriault,,,1,D,1,Rep,HD-002,6475090,57531,,Charles_Theriault,251376,0
8747,"Margaret Craven",Margaret,M.,Craven,,,1,D,1,Rep,HD-059,6450902,37163,,Margaret_Craven,212766,0
8748,"Justin Alfond",Justin,L.,Alfond,,,1,D,2,Sen,SD-027,6486098,103424,,Justin_Alfond,272122,0
8749,"Philip Bartlett",Philip,L.,Bartlett,II,,1,D,2,Sen,SD-006,6453970,36967,,Philip_Bartlett,228284,0
8750,"Lawrence Bliss",Lawrence,S.,Bliss,,,1,D,2,Sen,SD-007,1763135,54446,,Lawrence_Bliss,205599,0
8751,"Peter Bowman",Peter,B.,Bowman,,,1,D,2,Sen,SD-001,6468492,56996,,Peter_Bowman,250709,0
8752,"Joseph Brannigan",Joseph,C.,Brannigan,,,1,D,2,Sen,SD-009,6371143,36823,,Joseph_Brannigan,205601,0
8753,"Bruce Bryant",Bruce,,Bryant,,,1,D,2,Sen,SD-014,6371246,2047,,Bruce_Bryant_(Maine),195481,0
8754,"Jonathan Courtney",Jonathan,T.E.,Courtney,,,2,R,2,Sen,SD-003,6614214,37167,,Jonathan_Courtney,212731,0
8755,"Dennis Damon",Dennis,S.,Damon,,,1,D,2,Sen,SD-028,13012252,36758,,Dennis_Damon,212797,0
8756,"Gerald Davis",Gerald,M.,Davis,,,2,R,2,Sen,SD-011,6425609,19512,,Gerald_Davis,195450,0
8757,"William Diamond",William,,Diamond,,Bill,1,D,2,Sen,SD-026,6454114,36723,,Bill_Diamond,573118,0
8758,"Stanley Gerzofsky",Stanley,,Gerzofsky,,,1,D,2,Sen,SD-024,6372540,36712,,Stan_Gerzofsky,205606,0
8759,"Seth Goodall",Seth,A.,Goodall,,,1,D,2,Sen,SD-019,6486224,103429,,Seth_Goodall,272139,0
8760,"Walter Gooley",Walter,R.,Gooley,,,2,R,2,Sen,SD-018,6569412,6633,,Walter_Gooley,195493,0
8761,"David Hastings",David,R.,Hastings,III,,2,R,2,Sen,SD-013,6657721,37075,,David_Hastings,228286,0
8762,"Barry Hobbins",Barry,J.,Hobbins,,,1,D,1,Rep,HD-014,6454211,36710,,Barry_Hobbins,228283,0
8763,"Earle Mccormick",Earle,L.,Mccormick,,,2,R,2,Sen,SD-014,13001964,36574,,Earle_McCormick,212761,0
8764,"Peter Mills",Peter,,Mills,,,2,R,2,Sen,SD-026,12996766,6583,,Peter_Mills,0,0
8766,"Richard Nass",Richard,A.,Nass,,,2,R,2,Sen,SD-002,6570882,6686,,Richard_Nass,195428,0
8767,"John Nutting",John,M.,Nutting,,,1,D,2,Sen,SD-017,6374410,10739,,John_Nutting,195405,0
8768,"Joseph Perry",Joseph,C.,Perry,,,1,D,1,Rep,HD-124,6374663,11101,,Joseph_Perry_(Maine),195532,0
8769,"Debra Plowman",Debra,D.,Plowman,,,2,R,2,Sen,SD-033,13002029,6695,,Debra_Plowman,228291,0
8770,"Christopher Rector",Christopher,,Rector,,,2,R,2,Sen,SD-022,6614314,36681,,Christopher_Rector,212752,0
8771,"Richard Rosen",Richard,W.,Rosen,,,2,R,2,Sen,SD-031,6571516,19453,,Richard_Rosen,195519,0
8772,"Elizabeth Schneider",Elizabeth,M.,Schneider,,,1,D,2,Sen,SD-030,6454415,36561,,Elizabeth_Schneider,228290,0
8773,"Roger Sherman",Roger,L.,Sherman,,,2,R,1,Rep,HD-144,6571748,19565,,Roger_Sherman,195552,0
8774,"Deborah Pelletier-Simpson",Deborah,L.,Pelletier-Simpson,,,1,D,2,Sen,SD-015,6375409,37018,,Deborah_Simpson,228254,0
8775,"Douglas Smith",Douglas,M.,Smith,,,2,R,2,Sen,SD-027,13012283,56795,,Douglas_Smith_(Maine),250719,0
8776,"Nancy Sullivan",Nancy,B.,Sullivan,,,1,D,2,Sen,SD-004,13001838,19536,,Nancy_Sullivan,195432,0
8777,"David Trahan",David,,Trahan,,,2,R,2,Sen,SD-020,6572258,19472,,David_Trahan,195466,0
8778,"Carol Weston",Carol,,Weston,,,2,R,2,Sen,SD-023,6572514,19421,,Carol_Weston,195518,0
8779,"Herbert Adams",Herbert,C.,Adams,,,1,D,1,Rep,HD-119,6425918,6591,,Herbert_Adams_(Maine),212741,0
8780,"Susan Austin",Susan,,Austin,,,2,R,1,Rep,HD-067,13001887,37206,,Susan_Austin,212743,0
8781,"Stephen Beaudette",Stephen,R.,Beaudette,,,1,D,1,Rep,HD-136,6453979,36700,,Stephen_Beaudette,223998,0
8782,"Paulette Beaudoin",Paulette,G.,Beaudoin,,,1,D,1,Rep,HD-135,6474797,65209,,Paulette_Beaudoin,251429,0
8783,"Michael Beaulieu",Michael,Gary,Beaulieu,,,2,R,1,Rep,HD-068,6669360,57568,,Michael_Beaulieu,250754,0
8784,"Henry Beck",Henry,"E. M.",Beck,,,1,D,1,Rep,HD-110,6486108,103533,,Henry_Beck,272125,0
8785,"Seth Berry",Seth,Allan,Berry,,,1,D,1,Rep,HD-067,6474821,57592,,Seth_Berry,250752,0
8786,"Bruce Bickford",Bruce,A.,Bickford,,,2,R,1,Rep,HD-063,6674044,103524,,Bruce_Bickford,272095,0
8787,"Richard Blanchard",Richard,D.,Blanchard,,,1,D,1,Rep,HD-014,6453983,36901,,Richard_Blanchard,228232,0
8788,"Anna Blodgett",Anna,D.,Blodgett,,,1,D,1,Rep,HD-056,6496780,109381,,Anna_Blodgett,272124,0
8789,"Andrea Boland",Andrea,M.,Boland,,,1,D,1,Rep,HD-142,9930370,19412,,Andrea_Boland,250791,0
8790,"Brian Bolduc",Brian,D.,Bolduc,,,1,D,1,Rep,HD-069,13001939,10936,,Brian_Bolduc,272094,0
8791,"Sheryl Briggs",Sheryl,J.,Briggs,,,1,D,1,Rep,HD-093,6486124,101951,,Sheryl_Briggs,260060,0
8792,"William Browne",William,P.,Browne,,,2,R,1,Rep,HD-058,6653915,36701,,William_Browne,212769,0
8793,"Mark Bryant",Mark,E.,Bryant,,,1,D,1,Rep,HD-024,6453999,37139,,Mark_Bryant,228265,0
8794,"David C. Burns",David,C.,Burns,,,2,R,2,Sen,SD-006,6674055,103458,,David_C._Burns,272083,0
8795,"Steven Butterfield",Steven,J.,Butterfield,II,,1,D,1,Rep,HD-016,6454031,36925,,"Steven_Butterfield,_II",272078,0
8796,"Emily Cain",Emily,Ann,Cain,,,1,D,2,Sen,SD-030,6465137,36658,,Emily_Ann_Cain,228234,0
8797,"James Campbell",James,J.,Campbell,Sr.,,2,R,1,Rep,HD-021,6568549,36719,,James_J._Campbell,212733,0
8798,"Michael Carey",Michael,E.,Carey,,,1,D,1,Rep,HD-072,13001949,101950,,Michael_Carey,260054,0
8799,"Alan Casavant",Alan,M.,Casavant,,,1,D,1,Rep,HD-137,6454056,37199,,Alan_Casavant,250787,0
8800,"Richard Cebra",Richard,M.,Cebra,,,2,R,1,Rep,HD-101,6657586,37068,,Richard_Cebra,228262,0
8801,"Michael Celli",Michael,,Celli,,,2,R,1,Rep,HD-021,6674068,103451,,Michael_Celli,272081,0
8802,"Kathleen Chase",Kathleen,D.,Chase,,,2,R,1,Rep,HD-147,13002086,57565,,Kathleen_Chase,250795,0
8803,"Herbert Clark",Herbert,E.,Clark,,,1,D,1,Rep,HD-010,6450996,6612,,Herbert_Clark,228551,0
8804,"Tyler Clark",Tyler,A.,Clark,,,2,R,1,Rep,HD-006,6669373,57217,,Tyler_Clark,272076,0
8805,"Richard Cleary",Richard,C.,Cleary,,,1,D,1,Rep,HD-008,6474851,57613,,Richard_Cleary,250724,0
8806,"Joan Cohen",Joan,F.,Cohen,,,1,D,1,Rep,HD-113,6486145,103584,,Joan_Cohen,272109,0
8807,"Gary Connor",Gary,A.,Connor,,,1,D,1,Rep,HD-140,6474866,58021,,Gary_Connor,250789,0
8808,"Alexander du Houx",Alexander,"M D Cornell","du Houx",,,1,D,1,Rep,HD-066,13001931,103519,,Alexander_Cornell_du_Houx,272093,0
8809,"David Cotta","H. David",,Cotta,,,2,R,1,Rep,HD-055,6533455,36885,,H._David_Cotta,251407,0
8810,"Dean Cray",Dean,A.,Cray,,,2,R,1,Rep,HD-028,6669375,57599,,Dean_Cray,250728,0
8811,"Jarrod Crockett",Jarrod,S.,Crockett,,,2,R,1,Rep,HD-091,13001990,103550,,Jarrod_Crockett,272102,0
8812,"Patsy Crockett",Patsy,Garside,Crockett,,,1,D,1,Rep,HD-057,6483167,68880,,Patsy_Crockett,250744,0
8813,"Philip Curtis",Philip,A.,Curtis,,,2,R,1,Rep,HD-111,6665922,36803,,Philip_Curtis,228257,0
8814,"Andre Cushing",Andre,E.,Cushing,III,,2,R,2,Sen,SD-010,6674087,103477,,Andre_Cushing_III,272087,0
8815,"Paul Davis",Paul,T.,Davis,Sr.,,2,R,2,Sen,SD-004,6568945,19594,,Paul_T._Davis,272082,0
8816,"Cynthia Dill",Cynthia,Ann,Dill,,,1,D,2,Sen,SD-007,6474898,57558,,Cynthia_Dill,250779,0
8817,"Stacy Dostie",Stacy,,Dostie,,,1,D,1,Rep,HD-075,6486168,103530,,Stacy_Dostie,272096,0
8818,"Timothy Driscoll",Timothy,E.,Driscoll,,,1,D,1,Rep,HD-126,6454120,36771,,Timothy_Driscoll,228271,0
8819,"Robert Duchesne",Robert,S.,Duchesne,,,1,D,1,Rep,HD-121,6454123,36552,,Robert_Duchesne,228231,0
8820,"Robert Eaton",Robert,N.,Eaton,,,1,D,1,Rep,HD-034,6474906,68068,,Robert_Eaton_(Maine),250732,0
